id,name,calories,proteins,fat,carbohydrate,status,alasan,saran_porsi
456,Ikan Kakap Segar,92.0,20.0,0.7,0.0,BISA,lemak 0.7g (di bawah batas 10g); protein 20.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
457,Ikan Kakatua Segar,82.0,11.4,1.2,6.4,BISA,lemak 1.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
458,Ikan Kapar Segar,132.0,17.0,6.7,0.8,BISA,lemak 6.7g (di bawah batas 10g); protein 17.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
459,Ikan Katombo Asin,162.0,31.7,2.8,0.3,BISA,lemak 2.8g (di bawah batas 10g); protein 31.7g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
460,Ikan Kawalinya Segar,110.0,12.6,4.2,5.4,BISA,lemak 4.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
461,Ikan Kayu Kering,302.0,70.7,1.9,0.4,BISA,lemak 1.9g (di bawah batas 10g); protein 70.7g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
462,Ikan Kembung,103.0,22.0,1.0,0.0,BISA,lemak 1.0g (di bawah batas 10g); protein 22.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
463,Ikan Kima Segar,70.0,10.8,0.7,5.2,BISA,lemak 0.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
464,Ikan Lais Bakar,147.0,17.5,6.5,5.4,BISA,lemak 6.5g (di bawah batas 10g); protein 17.5g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
465,Ikan Layang,109.0,22.0,1.7,0.0,BISA,lemak 1.7g (di bawah batas 10g); protein 22.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
466,Ikan Layur Segar,82.0,18.0,1.0,0.4,BISA,lemak 1.0g (di bawah batas 10g); protein 18.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
467,Ikan Lehoma Segar,90.0,20.4,0.9,0.0,BISA,lemak 0.9g (di bawah batas 10g); protein 20.4g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
468,Ikan Lele Goreng,252.0,19.9,19.1,0.0,NETRAL,"lemak 19.1g (perlu dibatasi, batas aman 18g); protein 19.9g cukup tinggi membantu offset lemak","Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
469,Ikan Lemuru,112.0,20.0,3.0,0.0,BISA,lemak 3.0g (di bawah batas 10g); protein 20.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
470,Ikan Lidah Segar,104.0,15.6,3.2,2.0,BISA,lemak 3.2g (di bawah batas 10g); protein 15.6g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
471,Ikan Lomak Asin Mentah,258.0,40.3,2.3,18.9,BISA,lemak 2.3g (di bawah batas 10g); protein 40.3g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
472,Ikan Malalugis Segar,99.0,20.6,1.4,0.9,BISA,lemak 1.4g (di bawah batas 10g); protein 20.6g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
473,Ikan Mas,86.0,16.0,2.0,0.0,BISA,lemak 2.0g (di bawah batas 10g); protein 16.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
474,Ikan Mas Goreng,188.0,19.3,12.2,0.0,NETRAL,lemak 12.2g (zona netral 10–18g); protein 19.3g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
475,Ikan Mas Pepes,209.0,15.2,11.3,11.8,NETRAL,lemak 11.3g (zona netral 10–18g); protein 15.2g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
476,Ikan Mayong Segar,97.0,17.9,2.0,0.4,BISA,lemak 2.0g (di bawah batas 10g); protein 17.9g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
477,Ikan Mujair Dendeng Goreng,598.0,74.3,26.9,9.2,TIDAK_BISA,lemak 26.9g (melebihi batas 25g); kalori 598.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
478,Ikan Mujair Dendeng Mentah,582.0,68.3,15.2,37.2,NETRAL,lemak 15.2g (zona netral 10–18g); kalori 582.0 kkal cukup tinggi untuk kondisi ini; protein 68.3g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
479,Ikan Mujair Goreng,416.0,46.9,23.9,0.0,NETRAL,"lemak 23.9g (perlu dibatasi, batas aman 18g); kalori 416.0 kkal cukup tinggi untuk kondisi ini; protein 46.9g cukup tinggi membantu offset lemak","Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
480,Ikan Mujair Pepes,121.0,21.7,2.8,0.8,BISA,lemak 2.8g (di bawah batas 10g); protein 21.7g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
481,Ikan Mujair Segar,89.0,18.7,1.0,0.0,BISA,lemak 1.0g (di bawah batas 10g); protein 18.7g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
482,Ikan Nasu Metti Segar,154.0,16.8,5.0,10.5,BISA,lemak 5.0g (di bawah batas 10g); protein 16.8g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
483,Ikan Oci Kembung Segar,125.0,21.3,3.4,2.2,BISA,lemak 3.4g (di bawah batas 10g); protein 21.3g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
484,Ikan Papuyu Bakar,152.0,17.6,6.1,6.7,BISA,lemak 6.1g (di bawah batas 10g); protein 17.6g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
485,Ikan Papuyu/ Betok Segar,120.0,14.3,4.9,4.6,BISA,lemak 4.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
486,Ikan Patin Bakar,144.0,17.5,6.3,4.3,BISA,lemak 6.3g (di bawah batas 10g); protein 17.5g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
487,Ikan Patin Segar,132.0,17.0,6.6,1.1,BISA,lemak 6.6g (di bawah batas 10g); protein 17.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
488,Ikan Peda Banjar Mentah,156.0,28.0,4.0,2.0,BISA,lemak 4.0g (di bawah batas 10g); protein 28.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
489,Ikan Pepetek,176.0,32.0,4.4,0.0,BISA,lemak 4.4g (di bawah batas 10g); protein 32.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
490,Ikan Pindang Banjar Mentah,157.0,28.0,4.2,1.8,BISA,lemak 4.2g (di bawah batas 10g); protein 28.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
491,Ikan Pindang Benggol Mentah,170.0,31.0,4.2,0.0,BISA,lemak 4.2g (di bawah batas 10g); protein 31.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
492,Ikan Pindang Layang Mentah,153.0,30.0,2.8,0.0,BISA,lemak 2.8g (di bawah batas 10g); protein 30.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
493,Ikan Pindang Selar Mentah,142.0,27.0,3.0,0.0,BISA,lemak 3.0g (di bawah batas 10g); protein 27.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
494,Ikan Sale Lais Mentah,415.0,61.3,17.6,2.9,NETRAL,lemak 17.6g (zona netral 10–18g); kalori 415.0 kkal cukup tinggi untuk kondisi ini; protein 61.3g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
495,Ikan Sale Segar,534.0,40.2,39.3,4.9,TIDAK_BISA,lemak 39.3g (melebihi batas 25g); kalori 534.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
496,Ikan Saluang Kering Mentah,284.0,34.1,9.9,14.6,BISA,lemak 9.9g (di bawah batas 10g); protein 34.1g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
497,Ikan Saluang Segar,113.0,13.9,4.9,3.4,BISA,lemak 4.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
498,Ikan Sanggang Masakan,240.0,21.7,7.7,20.7,BISA,lemak 7.7g (di bawah batas 10g); protein 21.7g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
499,Ikan Sarden Segar,109.0,19.9,1.8,3.4,BISA,lemak 1.8g (di bawah batas 10g); protein 19.9g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
500,Ikan Segar,113.0,17.0,4.5,0.0,BISA,lemak 4.5g (di bawah batas 10g); protein 17.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
501,Ikan Selar Kering,194.0,38.0,3.5,0.0,BISA,lemak 3.5g (di bawah batas 10g); protein 38.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
502,Ikan Selar Kuning Cue Mentah,138.0,27.0,3.3,0.0,BISA,lemak 3.3g (di bawah batas 10g); protein 27.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
503,Ikan Selar Segar,100.0,18.8,2.2,0.0,BISA,lemak 2.2g (di bawah batas 10g); protein 18.8g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
504,Ikan Sepat Kering,289.0,38.0,14.0,0.0,NETRAL,lemak 14.0g (zona netral 10–18g); protein 38.0g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
505,Ikan Sepat Segar,84.0,15.2,0.6,4.7,BISA,lemak 0.6g (di bawah batas 10g); protein 15.2g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
506,Ikan Sidat Segar,81.0,11.4,1.9,3.8,BISA,lemak 1.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
507,Ikan Sunu Asin Mentah,199.0,34.1,3.8,7.1,BISA,lemak 3.8g (di bawah batas 10g); protein 34.1g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
508,Ikan Sunu Segar,111.0,13.3,3.4,6.7,BISA,lemak 3.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
509,Ikan Tahuman Segar,88.0,15.9,0.9,4.1,BISA,lemak 0.9g (di bawah batas 10g); protein 15.9g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
510,Ikan Tarmon Segar,96.0,19.5,1.1,2.0,BISA,lemak 1.1g (di bawah batas 10g); protein 19.5g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
511,Ikan Telan Segar,95.0,15.8,0.7,6.5,BISA,lemak 0.7g (di bawah batas 10g); protein 15.8g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
512,Ikan Telur Asin Mentah,358.0,20.7,26.4,9.4,TIDAK_BISA,lemak 26.4g (melebihi batas 25g),Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
513,Ikan Tembang,204.0,16.0,15.0,0.0,NETRAL,lemak 15.0g (zona netral 10–18g); protein 16.0g cukup tinggi membantu offset lemak,"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
514,Ikan Tempahas Segar,101.0,15.1,4.1,1.0,BISA,lemak 4.1g (di bawah batas 10g); protein 15.1g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
515,Ikan Tepung Mentah,316.0,60.1,6.5,22.4,BISA,lemak 6.5g (di bawah batas 10g); protein 60.1g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
516,Ikan Terbang Segar,98.0,19.6,1.7,1.0,BISA,lemak 1.7g (di bawah batas 10g); protein 19.6g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
517,Ikan Teri Bubuk,277.0,60.0,2.3,1.8,BISA,lemak 2.3g (di bawah batas 10g); protein 60.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
518,Ikan Teri Kering,170.0,33.4,3.0,0.0,BISA,lemak 3.0g (di bawah batas 10g); protein 33.4g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
519,Ikan Teri Kering Tawar,331.0,68.7,4.2,0.0,BISA,lemak 4.2g (di bawah batas 10g); protein 68.7g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
520,Ikan Teri Nasi Kering,144.0,32.5,0.6,0.0,BISA,lemak 0.6g (di bawah batas 10g); protein 32.5g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
521,Ikan Teri Segar,74.0,10.3,1.4,4.1,BISA,lemak 1.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
522,Ikan Teri Tepung,347.0,48.8,6.4,19.6,BISA,lemak 6.4g (di bawah batas 10g); protein 48.8g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
523,Ikan Titang Segar,82.0,17.4,0.4,2.3,BISA,lemak 0.4g (di bawah batas 10g); protein 17.4g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
524,Ikan Tongkol Segar,100.0,13.7,1.5,8.0,BISA,lemak 1.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
525,Ikan Turi Segar,96.0,19.2,2.0,0.2,BISA,lemak 2.0g (di bawah batas 10g); protein 19.2g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
526,Intip Goreng,474.0,7.6,21.6,62.3,LIMIT,"lemak 21.6g (perlu dibatasi, batas aman 18g); kalori 474.0 kkal cukup tinggi untuk kondisi ini","Batasi 1-2x per minggu, porsi sangat kecil (≤50g). Pilih metode masak rendah minyak."
527,Itik Alabio Daging Dendeng Mentah,496.0,30.3,33.5,18.4,TIDAK_BISA,lemak 33.5g (melebihi batas 25g); kalori 496.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
528,Jagung Grontol,156.0,2.7,1.3,33.3,BISA,lemak 1.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
529,Jagung Kuning Giling,361.0,8.7,4.5,72.4,BISA,lemak 4.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
530,Jagung Kuning Muda,129.0,4.1,1.3,30.3,BISA,lemak 1.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
531,Jagung Kuning Pipil Baru,307.0,7.9,3.4,63.6,BISA,lemak 3.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
532,Jagung Kuning Pipil Kering Mentah,366.0,9.8,7.3,69.1,BISA,lemak 7.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
533,Jagung Kuning Pipil Lama,355.0,9.2,3.9,73.7,BISA,lemak 3.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
534,Jagung Kuning Pipil Rebus,154.0,3.8,3.5,28.4,BISA,lemak 3.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
535,Jagung Kuning Segar,140.0,4.7,1.3,33.1,BISA,lemak 1.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
536,Jagung Kuning Tepung,355.0,9.2,3.9,73.7,BISA,lemak 3.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
537,Jagung Muda,35.0,2.2,0.1,7.4,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
538,Jagung Muda Kuning Mentah,147.0,5.1,0.7,31.5,BISA,lemak 0.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
539,Jagung Muda Rebus,142.0,5.0,0.7,30.3,BISA,lemak 0.7g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
540,Jagung Pipil Var. Harapan Kering,367.0,6.2,5.1,76.2,BISA,lemak 5.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
541,Jagung Pipil Var. Metro Kering,368.0,5.5,4.6,78.0,BISA,lemak 4.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
542,Jagung Putih Giling,361.0,8.7,4.5,72.4,BISA,lemak 4.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
543,Jagung Putih Muda,129.0,4.1,1.3,30.3,BISA,lemak 1.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
544,Jagung Putih Pipil Baru,307.0,7.9,3.4,63.6,BISA,lemak 3.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
545,Jagung Putih Pipil Lama,355.0,9.2,3.9,73.7,BISA,lemak 3.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
546,Jagung Putih Segar,140.0,4.7,1.3,33.1,BISA,lemak 1.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
547,Jagung Rebus,175.0,1.8,1.8,35.0,BISA,lemak 1.8g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
548,Jagung Sayur (Tumis),148.9,10.4,10.4,20.1,NETRAL,lemak 10.4g (zona netral 10–18g),"Konsumsi 1 porsi kecil (50–80g) per hari, tidak setiap hari."
549,Jagung Titi,374.0,9.4,2.2,79.1,BISA,lemak 2.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
550,Jahe,51.0,1.5,1.0,10.1,BISA,lemak 1.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
551,Jali,289.0,11.0,4.0,61.0,BISA,lemak 4.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
552,Jam Selai,239.0,0.5,0.6,64.5,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
553,Jambal Goreng,286.0,48.5,9.2,2.3,BISA,lemak 9.2g (di bawah batas 10g); protein 48.5g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
554,Jambu Air,46.0,0.6,0.0,11.8,BISA,lemak 0.0g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
555,Jambu Biji,49.0,0.9,0.3,12.2,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
556,Jambu Biji Putih Tidak Berbiji,61.0,0.9,0.3,15.4,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
557,Jambu Bol,56.0,0.6,0.3,14.2,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
558,Jambu Monyet Buah,64.0,0.7,0.6,15.8,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
559,Jampang Huma Mentah,350.0,6.2,1.4,78.2,BISA,lemak 1.4g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
560,Jamur Coklat (Kulat Siau),45.0,2.5,3.9,0.0,BISA,lemak 3.9g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
561,Jamur Encik,296.0,9.4,1.1,62.0,BISA,lemak 1.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
562,Jamur Kuping Kering,294.0,16.0,0.9,64.6,BISA,lemak 0.9g (di bawah batas 10g); protein 16.0g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
563,Jamur Kuping Segar,21.0,3.8,0.6,0.9,BISA,lemak 0.6g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
564,Jamur Merang Segar,30.0,3.5,0.2,4.0,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
565,Jamur Putih (Kulat Putih),48.0,2.8,4.1,2.9,BISA,lemak 4.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
566,Jamur Sagu,48.0,1.9,3.2,2.8,BISA,lemak 3.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
567,Jamur Tiram Segar,30.0,1.9,0.1,5.5,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
568,Jangang Bintatoeng Masakan,107.0,5.3,2.2,16.5,BISA,lemak 2.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
569,Jantung Pisang Segar,31.0,1.2,0.3,7.1,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
570,Japilus,500.0,1.2,25.1,67.3,TIDAK_BISA,lemak 25.1g (melebihi batas 25g); kalori 500.0 kkal cukup tinggi untuk kondisi ini,Hindari. Konsultasikan dengan ahli gizi untuk alternatif.
571,Jaruk Tigarun,48.0,2.5,4.2,0.0,BISA,lemak 4.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
572,Jawawut,334.0,9.7,3.5,73.4,BISA,lemak 3.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
573,Jenang,381.7,9.5,9.5,65.8,BISA,lemak 9.5g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
574,Jengkol Segar,192.0,5.4,0.3,40.7,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
575,Jeruk Bali,48.0,0.6,0.2,12.4,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
576,Jeruk Banjar Segar,61.0,0.8,0.2,14.1,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
577,Jeruk Garut,44.0,0.8,0.3,10.9,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
578,Jeruk Kalamansi Segar,39.0,0.3,0.3,8.9,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
579,Jeruk Manis,45.0,0.9,0.2,11.2,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
580,Jeruk Nipis,37.0,0.8,0.1,12.3,BISA,lemak 0.1g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
581,Jeruk Ragi Segar,49.0,0.7,0.2,11.1,BISA,lemak 0.2g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
582,Jotang,32.0,1.9,0.3,7.1,BISA,lemak 0.3g (di bawah batas 10g),Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
583,Jukku Pallu Kaloa Masakan,15.0,15.2,4.3,8.8,BISA,lemak 4.3g (di bawah batas 10g); protein 15.2g cukup tinggi membantu offset lemak,Boleh dikonsumsi normal. Tetap perhatikan total porsi harian.
